"";"classe 1";"classe 2";"classe 3"
"exauriente";-2,191;4,556;-0,246
"estupro";4,545;-1,532;-1,369
"espectro";3,215;-0,364;-2,054
"esgoto";-5,284;-2,298;17,538
"escritorio";0,016;-0,014;-0,001
"escrita";3,215;-0,364;-2,054
"erradicar";6,819;-2,298;-2,054
"equiparacao";0,024;-2,298;1,897
"equacionamento";0,024;-2,298;1,897
"epidemico";6,819;-2,298;-2,054
"energico";6,819;-2,298;-2,054
"encarregar";3,215;-0,364;-2,054
"empreendimento";6,819;-2,298;-2,054
"empirico";6,819;-2,298;-2,054
"elias";0,475;-1,149;0,097
"el";-3,522;-1,532;11,69
"eixo";4,545;-1,532;-1,369
"dupla";-2,191;1,493;0,194
"douto";-5,284;-0,364;10,569
"domestico";0,95;-2,298;0,194
"doacao";0,95;0,096;-2,054
"dnpm";4,545;-1,532;-1,369
"dje30";-5,284;15,678;-2,054
"diligente";6,819;-2,298;-2,054
"diego";6,819;-2,298;-2,054
"detectar";0,024;-2,298;1,897
"desvincular";-0,438;-0,364;1,897
"desiderato";0,024;-0,364;0,194
"desfecho";-0,438;-0,364;1,897
"desequilibrio";3,215;-0,364;-2,054
"desemprego";6,819;-2,298;-2,054
"descaso";3,215;-2,298;-0,246
"depedh";5,682;-1,915;-1,712
"democratizacao";3,215;-2,298;-0,246
"dem";0,024;-2,298;1,897
"delegar";-2,191;-2,298;10,569
"delegacia";6,819;-2,298;-2,054
"defensivo";6,819;-2,298;-2,054
"deducao";-5,284;15,678;-2,054
"debitar";3,215;-0,364;-2,054
"cupula";-4,403;2,609;0,554
"cruzar";0,95;-0,364;-0,246
"crj";0,024;-0,364;0,194
"crisotila";6,819;-2,298;-2,054
"criminalizacao";3,215;-0,364;-2,054
"criminalista";-0,438;-2,298;5,355
"correspondencia";6,819;-2,298;-2,054
"correntista";6,819;-2,298;-2,054
"cor";6,819;-2,298;-2,054
"copacabana";5,682;-1,915;-1,712
"convocatorio";0,024;-2,298;1,897
"contramao";6,819;-2,298;-2,054
"contramajoritario";6,819;-2,298;-2,054
"contraindicacoes";5,682;-1,915;-1,712
"contemporaneo";0,024;0,096;-0,246
"contaminado";0,95;-2,298;0,194
"consultor";0,95;-2,298;0,194
"constricao";-0,438;1,493;-0,246
"constrangimento";0,024;-0,364;0,194
"consentir";0,95;-2,298;0,194
"consectario";0,024;-2,298;1,897
"condizente";6,819;-2,298;-2,054
"condicionamento";3,215;-2,298;-0,246
"concentrar";5,682;-1,915;-1,712
"conasems";6,819;-2,298;-2,054
"computar";0,024;-2,298;1,897
"complemento";6,819;-2,298;-2,054
"complementacao";0,024;1,493;-2,054
"colocacao";0,024;-2,298;1,897
"coletar";0,95;-2,298;0,194
"colaciono";-2,191;-0,364;5,355
"colacionadas";-0,438;4,556;-2,054
"cofre";5,682;-1,915;-1,712
"coerente";-2,191;9,284;-2,054
"coerencia";-2,191;0,096;1,897
"coaf";3,215;-2,298;-0,246
"clinica";3,215;-2,298;-0,246
"civilizatorio";3,215;-0,364;-2,054
"cisterna";3,409;-1,149;-1,027
"chines";6,819;-2,298;-2,054
"cepa";6,819;-2,298;-2,054
"cdn";5,682;-1,915;-1,712
"causador";2,212;-0,148;-1,712
"caráter";-5,284;15,678;-2,054
"carf";0,95;0,096;-2,054
"carcerario";6,819;-2,298;-2,054
"capitulo";-2,191;-2,298;10,569
"campeonato";6,819;-2,298;-2,054
"brom";-3,522;-0,014;5,161
"aventar";-0,438;4,556;-2,054
"auditorio";6,819;-2,298;-2,054
"assertiva";3,215;-2,298;-0,246
"arp";5,682;-1,915;-1,712
"aroeira";6,819;-2,298;-2,054
"arma";0,95;-2,298;0,194
"argentino";3,215;-2,298;-0,246
"arcar";6,819;-2,298;-2,054
"arbitrar";6,819;-2,298;-2,054
"aproveitar";0,95;-0,364;-0,246
"aplicativo";6,819;-2,298;-2,054
"aperfeicoado";0,95;-0,364;-0,246
"antecedencia";3,215;-2,298;-0,246
"animal";6,819;-2,298;-2,054
"anglo";0,95;0,096;-2,054
"ampl";6,819;-2,298;-2,054
"amoldar";-5,284;4,556;0,194
"ambulatorial";6,819;-2,298;-2,054
"amazonico";3,215;-0,364;-2,054
"alocacao";6,819;-2,298;-2,054
"alarmante";6,819;-2,298;-2,054
"agudo";6,819;-2,298;-2,054
"afa";1,277;-1,532;-0,001
"acreditante";5,682;-1,915;-1,712
"acomodacao";6,819;-2,298;-2,054
"acidente";5,682;-1,915;-1,712
"acessorio";0,024;-2,298;1,897
"acessar";3,215;-0,364;-2,054
"acelerar";6,819;-2,298;-2,054
"acauteladora";-2,191;-2,298;10,569
"abstracao";-5,284;15,678;-2,054
"abrigo";-0,765;0,995;-0,001
"abordar";0,024;-0,364;0,194
"abi";0,016;-1,532;1,264
"23h59";1,277;-1,532;-0,001
"zornig";-0,093;-1,915;3,134
"xlvii";-0,093;-1,915;3,134
"xeque";0,349;0,379;-1,712
"www1";5,682;-1,915;-1,712
"vulneradoras";5,682;-1,915;-1,712
"visualizacao";5,682;-1,915;-1,712
"vistoriador";4,545;-1,532;-1,369
"venire";1,277;-1,532;-0,001
"vencedor";-4,403;-1,915;14,614
"vda";5,682;-1,915;-1,712
"vazar";-1,444;-1,915;7,821
"uniformizar";-4,403;-1,915;14,614
"trump";5,682;-1,915;-1,712
"transmissivel";5,682;-1,915;-1,712
"transgredir";-1,444;-1,915;7,821
"transcender";-0,093;2,609;-1,712
"tragico";5,682;-1,915;-1,712
"tracado";-1,444;-1,915;7,821
"totalizar";5,682;-1,915;-1,712
"torneio";5,682;-1,915;-1,712
"torcedor";5,682;-1,915;-1,712
"tonelada";3,409;-1,149;-1,027
"tolher";2,212;-0,148;-1,712
"tmrsu";2,212;-1,915;-0,08
"tjce";-4,403;0,379;3,134
"testemunha";-1,444;-1,915;7,821
"temporariedade";0,349;-0,148;-0,08
"tangenciar";2,212;-1,915;-0,08
"tablets";5,682;-1,915;-1,712
"surpresa";-1,444;-1,915;7,821
"surpreender";2,212;-1,915;-0,08
"suplente";4,545;-1,532;-1,369
"superficial";0,349;-1,915;0,554
"sudoeste";-0,093;0,379;-0,08
"sucesso";0,349;0,379;-1,712
"subconcessao";2,212;-1,915;-0,08
"sozinho";5,682;-1,915;-1,712
"sorteio";-4,403;6,837;-0,08
"soldado";2,212;-0,148;-1,712
"socorrer";-0,093;-0,148;0,554
"smartphones";5,682;-1,915;-1,712
"sjdf";0,349;-0,148;-0,08
"sitio";5,682;-1,915;-1,712
"silenciar";0,349;-1,915;0,554
"sigla";4,545;-1,532;-1,369
"sentir";0,349;0,379;-1,712
"sentenciar";-1,444;-1,915;7,821
"senador";0,349;-1,915;0,554
"semestre";5,682;-1,915;-1,712
"semantico";-0,093;-0,148;0,554
"seco";5,682;-1,915;-1,712
"sctie";1,277;-0,014;-1,369
"sao";-0,093;-1,915;3,134
"salvaguarda";-0,093;-0,148;0,554
"saltar";5,682;-1,915;-1,712
"salomao";-4,403;-1,915;14,614
"ruptura";0,349;-1,915;0,554
"rr";-1,444;-1,915;7,821
"rogacao";-4,403;-1,915;14,614
"ritmo";5,682;-1,915;-1,712
"rg";-1,444;0,379;0,554
"revogador";-0,765;-0,014;1,264
"reverso";0,349;-0,148;-0,08
"retrorreferidos";-0,093;-1,915;3,134
"retroceder";5,682;-1,915;-1,712
"reter";0,349;-1,915;0,554
"restante";4,545;-1,532;-1,369
"responsabilizar";0,349;-1,915;0,554
"rescindir";-4,403;13,064;-1,712
"remineralizadores";4,545;-1,532;-1,369
"remanescer";-4,403;2,609;0,554
"relevar";-0,093;0,379;-0,08
"regressivo";5,682;-1,915;-1,712
"reformar";-4,403;-0,148;7,821
"redundar";5,682;-1,915;-1,712
"redor";2,212;-0,148;-1,712
"recomendavel";2,212;-1,915;-0,08
"reclusao";5,682;-1,915;-1,712
"receio";5,682;-1,915;-1,712
"reavaliacao";5,682;-1,915;-1,712
"realce";-1,444;6,837;-1,712
"ranking";5,682;-1,915;-1,712
"quilometro";5,682;-1,915;-1,712
"quadrado";5,682;-1,915;-1,712
"prorrogar";5,682;-1,915;-1,712
"prolatadas";-1,444;-1,915;7,821
"progressivo";5,682;-1,915;-1,712
"programatico";1,277;-0,014;-1,369
"prescricional";-1,444;-1,915;7,821
"preparativo";5,682;-1,915;-1,712
"preferencial";5,682;-1,915;-1,712
"precoce";5,682;-1,915;-1,712
"precipitado";-0,093;2,609;-1,712
"preambular";5,682;-1,915;-1,712
"praga";5,682;-1,915;-1,712
"postagem";5,682;-1,915;-1,712
"porte";5,682;-1,915;-1,712
"poluidor";5,682;-1,915;-1,712
"polemicar";-1,444;6,837;-1,712
"pobre";5,682;-1,915;-1,712
"pm";5,682;-1,915;-1,712
"pluralidade";2,212;-1,915;-0,08
"plebiscito";1,277;-1,532;-0,001
"plantar";4,545;-1,532;-1,369
"placa";2,212;-0,148;-1,712
"pix";4,545;-1,532;-1,369
"piorar";5,682;-1,915;-1,712
"petrobras";5,682;-1,915;-1,712
"petriv";-4,403;-1,915;14,614
"petitar";0,475;-1,149;0,097
"peticionaria";0,349;-0,148;-0,08
"perpetuacao";-0,093;0,379;-0,08
"permissivo";-0,093;2,609;-1,712
"perigoso";5,682;-1,915;-1,712
"pergunta";5,682;-1,915;-1,712
"perenizacao";-4,403;13,064;-1,712
"pender";-1,444;0,379;0,554
"pcr";3,409;-1,149;-1,027
"paraguai";5,682;-1,915;-1,712
"pad";-1,444;-0,148;3,134
"pacote";2,212;-0,148;-1,712
"paa";5,682;-1,915;-1,712
"ostensivo";-0,093;-1,915;3,134
"orleans";-4,403;-1,915;14,614
"oferecimento";2,212;-1,915;-0,08
"odontologico";5,682;-1,915;-1,712
"obstaculizar";-4,403;13,064;-1,712
"observatorio";-0,093;-1,915;3,134
"obliquar";-4,403;13,064;-1,712
"objetividade";-1,444;2,609;-0,08
"obediencia";5,682;-1,915;-1,712
"nunc";-1,444;-1,915;7,821
"nullite";-4,403;13,064;-1,712
"noventena";0,349;-0,148;-0,08
"norteador";5,682;-1,915;-1,712
"normatizacao";5,682;-1,915;-1,712
"nomenclatura";0,349;0,379;-1,712
"nocividade";4,545;-1,532;-1,369
"nitazoxanida";5,682;-1,915;-1,712
"multiplicacao";-4,403;6,837;-0,08
"mps";5,682;-1,915;-1,712
"morto";2,212;-1,915;-0,08
"morosidade";5,682;-1,915;-1,712
"montagem";5,682;-1,915;-1,712
"moldar";-4,403;13,064;-1,712
"moderno";2,212;-0,148;-1,712
"mistura";4,545;-1,532;-1,369
"minimizar";2,212;-1,915;-0,08
"milimetro";5,682;-1,915;-1,712
"migracao";-0,093;2,609;-1,712
"microinstitucionalidade";5,682;-1,915;-1,712
"metropolitano";-0,093;-0,148;0,554
"metalico";5,682;-1,915;-1,712
"mello";-0,093;0,379;-0,08
"matriz";5,682;-1,915;-1,712
"materializacao";5,682;-1,915;-1,712
"matar";5,682;-1,915;-1,712
"marques";-3,522;-1,532;11,69
"mario";-1,444;-1,915;7,821
"mar";4,545;-1,532;-1,369
"manuseio";-1,444;2,609;-0,08
"manipulativa";0,349;-1,915;0,554
"manha";3,409;-1,149;-1,027
"manchete";5,682;-1,915;-1,712
"magalhaes";-1,444;-1,915;7,821
"mae";5,682;-1,915;-1,712
"lunardi";5,682;-1,915;-1,712
"lt";-4,403;-1,915;14,614
"louvavel";-0,093;-0,148;0,554
"loteria";-3,522;10,451;-1,369
"lotado";4,545;-1,532;-1,369
"localizasus";4,545;-1,532;-1,369
"live";4,545;-1,532;-1,369
"limpeza";5,682;-1,915;-1,712
"limine";-4,403;13,064;-1,712
"licitatorio";5,682;-1,915;-1,712
"lex";-0,093;-0,148;0,554
"levantamento";5,682;-1,915;-1,712
"lavagem";5,682;-1,915;-1,712
"lamentavel";5,682;-1,915;-1,712
"juridicidade";2,212;-1,915;-0,08
"jun";0,016;0,995;-1,369
"iuris";-4,403;0,379;3,134
"italiano";5,682;-1,915;-1,712
"isonomica";2,212;-1,915;-0,08
"irrefutabilidade";5,682;-1,915;-1,712
"inundacao";5,682;-1,915;-1,712
"intromissao";5,682;-1,915;-1,712
"interventivo";-0,093;-0,148;0,554
"interromper";2,212;-1,915;-0,08
"internar";5,682;-1,915;-1,712
"interessar";0,349;-1,915;0,554
"interdependencia";-1,444;2,609;-0,08
"intenso";-0,093;2,609;-1,712
"intangibilidade";5,682;-1,915;-1,712
"instrumentalizacao";5,682;-1,915;-1,712
"instantaneo";4,545;-1,532;-1,369
"inoculantes";4,545;-1,532;-1,369
"injustificadamente";-1,444;-1,915;7,821
"infundado";2,212;-1,915;-0,08
"ineficiente";2,212;-0,148;-1,712
"industrializado";4,545;-1,532;-1,369
"individualizacao";2,212;-1,915;-0,08
"indistinto";5,682;-1,915;-1,712
"indisponibilidade";-0,093;-1,915;3,134
"indiscutivel";-0,093;-0,148;0,554
"indenizatorio";0,349;-1,915;0,554
"indenizar";-1,444;-1,915;7,821
"incrementar";5,682;-1,915;-1,712
"incolumidade";5,682;-1,915;-1,712
"inapto";0,349;-0,148;-0,08
"inadmissao";-1,444;-0,148;3,134
"imunologico";3,409;-1,149;-1,027
"implemento";0,349;-1,915;0,554
"imperial";3,409;-1,149;-1,027
"ilustre";-0,093;-1,915;3,134
"ideologia";2,212;-0,148;-1,712
"id";0,349;-1,915;0,554
"ic";3,409;-1,149;-1,027
"htm";5,682;-1,915;-1,712
"hostilizar";0,349;-0,148;-0,08
"homologatoria";-1,444;2,609;-0,08
"hidroxicloroquina";5,682;-1,915;-1,712
"hermeneutica";-1,444;0,379;0,554
"heleno";5,682;-1,915;-1,712
"guardiao";-1,444;2,609;-0,08
"gravar";5,682;-1,915;-1,712
"gratificacao";-0,093;-0,148;0,554
"grassar";2,212;-1,915;-0,08
"glmar";-4,403;13,064;-1,712
"ghtml";5,682;-1,915;-1,712
"gerencial";5,682;-1,915;-1,712
"georreferenciamento";5,682;-1,915;-1,712
"gente";4,545;-1,532;-1,369
"gefap";3,409;-1,149;-1,027
"geade";5,682;-1,915;-1,712
"gaucho";-1,444;-1,915;7,821
"furtar";-0,093;-0,148;0,554
"frontal";-4,403;13,064;-1,712
"frio";5,682;-1,915;-1,712
"franquear";2,212;-0,148;-1,712
"fomento";5,682;-1,915;-1,712
"fisco";0,349;-0,148;-0,08
"fischer";-4,403;6,837;-0,08
"fiscalizatoria";2,212;-1,915;-0,08
"finar";-4,403;0,379;3,134
"fiel";1,277;-1,532;-0,001
"ficticio";-1,444;-1,915;7,821
"fge";4,545;-1,532;-1,369
"feriado";-1,444;6,837;-1,712
"fechar";5,682;-1,915;-1,712
"fechado";4,545;-1,532;-1,369
"fatal";5,682;-1,915;-1,712
"falencia";5,682;-1,915;-1,712
"explosao";5,682;-1,915;-1,712
"explorar";0,349;-0,148;-0,08
"exemplificar";-0,093;-1,915;3,134
"executor";2,212;-1,915;-0,08
"excetuar";0,349;-0,148;-0,08
"exacao";5,682;-1,915;-1,712
"et";-0,219;0,048;0,097
"estruturar";5,682;-1,915;-1,712
"esteio";0,349;-1,915;0,554
"estampar";0,349;-1,915;0,554
"essencialidade";-0,093;2,609;-1,712
"esporte";5,682;-1,915;-1,712
"escravo";2,212;-1,915;-0,08
"escala";5,682;-1,915;-1,712
"equivoco";2,212;-0,148;-1,712
"equilibrioesaude";5,682;-1,915;-1,712
"equidistante";5,682;-1,915;-1,712
"equador";5,682;-1,915;-1,712
"episodico";5,682;-1,915;-1,712
"envergadura";2,212;-1,915;-0,08
"ensinar";0,349;0,379;-1,712
"ensejo";-0,093;0,379;-0,08
"ensejador";-1,444;0,379;0,554
"ensaio";5,682;-1,915;-1,712
"enfermeiro";5,682;-1,915;-1,712
"enfatico";-1,444;2,609;-0,08
"encarcerar";5,682;-1,915;-1,712
"emprestimo";5,682;-1,915;-1,712
"empossar";-4,403;-1,915;14,614
"emolumento";0,016;-0,014;-0,001
"emissor";5,682;-1,915;-1,712
"eliminacao";2,212;-0,148;-1,712
"elastecimento";2,212;-1,915;-0,08
"eivar";0,349;-0,148;-0,08
"duro";5,682;-1,915;-1,712
"dramatico";5,682;-1,915;-1,712
"donald";5,682;-1,915;-1,712
"doloso";-0,093;0,379;-0,08
"dobrar";5,682;-1,915;-1,712
"ditadura";5,682;-1,915;-1,712
"discrepancia";2,212;-0,148;-1,712
"diplomar";-3,522;-1,532;11,69
"difusao";2,212;-1,915;-0,08
"dicotomia";4,545;-1,532;-1,369
"dialogico";2,212;-1,915;-0,08
"detento";5,682;-1,915;-1,712
"desvirtuar";-0,093;-0,148;0,554
"despachar";-1,444;-1,915;7,821
"desocupacao";5,682;-1,915;-1,712
"desistir";0,349;-1,915;0,554
"desincompatibilizacao";-4,403;-1,915;14,614
"desigual";2,212;-0,148;-1,712
"desembolso";5,682;-1,915;-1,712
"descumpridores";-4,403;13,064;-1,712
"desconsideracao";5,682;-1,915;-1,712
"desconhecido";-0,093;-0,148;0,554
"descentralizacao";4,545;-1,532;-1,369
"desabastecimento";0,349;-1,915;0,554
"depredacao";0,349;-1,915;0,554
"delito";5,682;-1,915;-1,712
"deleterio";2,212;-1,915;-0,08
"degradacao";5,682;-1,915;-1,712
"deficit";5,682;-1,915;-1,712
"defensor";-0,093;-0,148;0,554
"declinio";-0,093;-1,915;3,134
"decano";0,349;0,379;-1,712
"david";4,545;-1,532;-1,369
"custear";5,682;-1,915;-1,712
"culminar";0,349;-0,148;-0,08
"cuidadoso";-4,403;6,837;-0,08
"critico";5,682;-1,915;-1,712
"criatividade";5,682;-1,915;-1,712
"costume";5,682;-1,915;-1,712
"corrido";2,212;-1,915;-0,08
"cooperativa";5,682;-1,915;-1,712
"convenio";5,682;-1,915;-1,712
"convencionalidade";0,349;0,379;-1,712
"contrastar";5,682;-1,915;-1,712
"contrariado";-4,403;-0,148;7,821
"contrapor";2,212;-1,915;-0,08
"contextual";5,682;-1,915;-1,712
"contento";0,349;0,379;-1,712
"contabilizar";5,682;-1,915;-1,712
"constatacao";0,349;-1,915;0,554
"consentaneo";-1,444;-1,915;7,821
"conselheiro";2,212;-1,915;-0,08
"consecucao";-4,403;6,837;-0,08
"consanguineos";0,349;-1,915;0,554
"conjurmec";5,682;-1,915;-1,712
"conjugado";-4,403;13,064;-1,712
"congenere";5,682;-1,915;-1,712
"confortavel";5,682;-1,915;-1,712
"configuradoras";-4,403;13,064;-1,712
"confiabilidade";5,682;-1,915;-1,712
"concluso";-4,403;0,379;3,134
"compensar";5,682;-1,915;-1,712
"comerciante";4,545;-1,532;-1,369
"colombia";2,212;-1,915;-0,08
"college";3,409;-1,149;-1,027
"colendo";-4,403;-0,148;7,821
"colacao";-1,444;-1,915;7,821
"colaborar";5,682;-1,915;-1,712
"cogitaveis";5,682;-1,915;-1,712
"cobrador";2,212;-1,915;-0,08
"cnpj";5,682;-1,915;-1,712
"civico";2,212;-1,915;-0,08
"cit";2,212;-0,148;-1,712
"circular";2,212;-1,915;-0,08
"chile";5,682;-1,915;-1,712
"chancela";2,212;-1,915;-0,08
"cesta";5,682;-1,915;-1,712
"cerrado";5,682;-1,915;-1,712
"cearense";-4,403;2,609;0,554
"cdc";5,682;-1,915;-1,712
"casar";-0,093;-1,915;3,134
"capitar";5,682;-1,915;-1,712
"capacitacao";5,682;-1,915;-1,712
"caotico";5,682;-1,915;-1,712
"canone";5,682;-1,915;-1,712
"camargo";-4,403;0,379;3,134
"burlar";-0,093;-1,915;3,134
"bruno";2,212;-1,915;-0,08
"brumado";-1,444;-0,148;3,134
"biofertilizantes";4,545;-1,532;-1,369
"barco";3,409;-1,149;-1,027
"bangkok";5,682;-1,915;-1,712
"bancada";-4,403;-0,148;7,821
"baixar";5,682;-1,915;-1,712
"avulso";-4,403;-1,915;14,614
"avancar";2,212;-0,148;-1,712
"autuar";-0,093;-1,915;3,134
"autodeclaratorios";4,545;-1,532;-1,369
"autarquico";5,682;-1,915;-1,712
"auditor";2,212;-0,148;-1,712
"audio";5,682;-1,915;-1,712
"atualidade";2,212;-0,148;-1,712
"atravessar";2,212;-1,915;-0,08
"atitude";5,682;-1,915;-1,712
"atingimento";0,349;-0,148;-0,08
"astrazeneca";4,545;-1,532;-1,369
"assinalacao";3,409;-1,149;-1,027
"asseverei";0,349;-1,915;0,554
"ascensao";5,682;-1,915;-1,712
"arrepio";0,349;-1,915;0,554
"arrefecimento";5,682;-1,915;-1,712
"ari";-2,641;2,277;0,097
"apregoar";-4,403;-0,148;7,821
"aposta";-1,444;2,609;-0,08
"aposentadoria";4,545;-1,532;-1,369
"apor";0,349;-1,915;0,554
"apice";5,682;-1,915;-1,712
"apertado";0,349;-1,915;0,554
"apensar";-4,403;6,837;-0,08
"anulado";-4,403;-1,915;14,614
"anistia";-1,444;-0,148;3,134
"amplificar";5,682;-1,915;-1,712
"ambiguidade";5,682;-1,915;-1,712
"aliado";4,545;-1,532;-1,369
"alagoano";3,409;-1,149;-1,027
"ala";5,682;-1,915;-1,712
"ajg";-0,093;0,379;-0,08
"aeroporto";3,409;-1,149;-1,027
"advertencia";5,682;-1,915;-1,712
"adestramento";5,682;-1,915;-1,712
"adesao";5,682;-1,915;-1,712
"adcs";-4,403;-1,915;14,614
"acusacao";5,682;-1,915;-1,712
"acompanhante";2,212;-1,915;-0,08
"acertado";-0,093;-0,148;0,554
"abandonar";5,682;-1,915;-1,712
"5o";2,212;-1,915;-0,08
"00m2";5,682;-1,915;-1,712
"é";-3,522;10,451;-1,369
"zanella";4,545;-1,532;-1,369
"xxiv";0,016;-1,532;1,264
"xli";4,545;-1,532;-1,369
"willeman";4,545;-1,532;-1,369
"white";1,277;-0,014;-1,369
"vulnerando";4,545;-1,532;-1,369
"violento";4,545;-1,532;-1,369
"vinicius";0,016;-1,532;1,264
"vinculativo";-0,219;0,048;0,097
"viasat";0,475;-1,149;0,097
"viajante";3,409;-1,149;-1,027
"vfe";4,545;-1,532;-1,369
"vespera";1,277;-1,532;-0,001
"vertice";-0,765;0,995;-0,001
"verossimilhanca";1,277;-0,014;-1,369
"verbi";0,016;-0,014;-0,001
"vegetal";4,545;-1,532;-1,369
"vazio";0,016;-1,532;1,264
"vandalismo";-3,522;-1,532;11,69
"uruguai";4,545;-1,532;-1,369
"ura";4,545;-1,532;-1,369
"university";3,409;-1,149;-1,027
"ubes";1,277;-1,532;-0,001
"ubaldo";-3,522;-1,532;11,69
"trf";4,545;-1,532;-1,369
"treinador";4,545;-1,532;-1,369
"transnacional";1,277;-1,532;-0,001
"transmutabilidade";-3,522;-0,014;5,161
"transigir";4,545;-1,532;-1,369
"trago";1,277;-0,014;-1,369
"tragedia";4,545;-1,532;-1,369
"trafegar";-2,641;2,277;0,097
"titularizacao";-3,522;-1,532;11,69
"titulacao";4,545;-1,532;-1,369
"tirar";4,545;-1,532;-1,369
"tipi";3,409;-1,149;-1,027
"testilha";0,016;-0,014;-0,001
"testar";4,545;-1,532;-1,369
"testagem";4,545;-1,532;-1,369
"tesouro";1,277;-0,014;-1,369
"terminativos";-3,522;-1,532;11,69
"terminativo";-3,522;-1,532;11,69
"teresa";1,277;-1,532;-0,001
"tenente";4,545;-1,532;-1,369
"tendencia";4,545;-1,532;-1,369
"telegram";4,545;-1,532;-1,369
"telefonia";1,277;-0,014;-1,369
"tantum";0,016;0,995;-1,369
"tanque";3,409;-1,149;-1,027
"sylvia";4,545;-1,532;-1,369
"sustentaculo";-3,522;10,451;-1,369
"suscetibilidade";4,545;-1,532;-1,369
"supervisionar";4,545;-1,532;-1,369
"sucumbentes";-3,522;10,451;-1,369
"subterfugio";4,545;-1,532;-1,369
"subsuncao";1,277;-0,014;-1,369
"substancioso";-3,522;-1,532;11,69
"subprincipio";0,016;0,995;-1,369
"subnotificacao";4,545;-1,532;-1,369
"subjazer";-3,522;-1,532;11,69
"subcriterios";4,545;-1,532;-1,369
"subchefia";3,409;-1,149;-1,027
"srag";4,545;-1,532;-1,369
"sputnik";4,545;-1,532;-1,369
"societario";4,545;-1,532;-1,369
"sobrepor";4,545;-1,532;-1,369
"sobrecarregar";4,545;-1,532;-1,369
"sobrecarga";4,545;-1,532;-1,369
"sobrar";4,545;-1,532;-1,369
"situaçao";0,016;0,995;-1,369
"sindicavel";-0,765;0,995;-0,001
"shtml";1,277;-1,532;-0,001
"severino";-3,522;-1,532;11,69
"set";4,545;-1,532;-1,369
"sensibilizacao";3,409;-1,149;-1,027
"selecionar";4,545;-1,532;-1,369
"seio";0,016;-1,532;1,264
"sebrae";4,545;-1,532;-1,369
"sd";-0,219;-1,149;2,677
"schlink";4,545;-1,532;-1,369
"saxao";4,545;-1,532;-1,369
"salvamento";4,545;-1,532;-1,369
"sabido";1,277;-1,532;-0,001
"rotular";-3,522;-0,014;5,161
"robusto";4,545;-1,532;-1,369
"rnds";4,545;-1,532;-1,369
"rincao";4,545;-1,532;-1,369
"reviver";4,545;-1,532;-1,369
"retroatividade";-3,522;-1,532;11,69
"retratacao";-0,765;-1,532;5,161
"retificar";1,277;-1,532;-0,001
"responsiveness";4,545;-1,532;-1,369
"republicacao";1,277;-0,014;-1,369
"republica1";4,545;-1,532;-1,369
"repristinatorio";-2,641;2,277;0,097
"repressao";4,545;-1,532;-1,369
"reincidencia";4,545;-1,532;-1,369
"regulatorio";4,545;-1,532;-1,369
"regina";1,277;-1,532;-0,001
"regente";4,545;-1,532;-1,369
"refutar";-0,765;-0,014;1,264
"refutacao";-3,522;-1,532;11,69
"redistribuir";-0,765;-1,532;5,161
"recuo";4,545;-1,532;-1,369
"recrudescimento";1,277;-0,014;-1,369
"recorribilidade";-3,522;-1,532;11,69
"reaplicacao";4,545;-1,532;-1,369
"ratificacao";4,545;-1,532;-1,369
"racional";1,277;-1,532;-0,001
"raca";4,545;-1,532;-1,369
"queima";-3,522;0,995;1,264
"quantificacao";4,545;-1,532;-1,369
"quantia";0,016;-1,532;1,264
"puerperas";4,545;-1,532;-1,369
"protagonismo";4,545;-1,532;-1,369
"propagar";1,277;-1,532;-0,001
"proibido";0,016;-1,532;1,264
"progressividade";4,545;-1,532;-1,369
"proativa";4,545;-1,532;-1,369
"previsibilidade";4,545;-1,532;-1,369
"preterir";1,277;-0,014;-1,369
"pretencao";1,277;-0,014;-1,369
"prescindir";0,016;-0,014;-0,001
"prescindibilidade";-0,765;0,995;-0,001
"premiem";4,545;-1,532;-1,369
"preferir";4,545;-1,532;-1,369
"predominar";-3,522;10,451;-1,369
"predominancia";4,545;-1,532;-1,369
"portuario";4,545;-1,532;-1,369
"pormenorizado";1,277;-1,532;-0,001
"porcento";4,545;-1,532;-1,369
"polo";0,016;-1,532;1,264
"policiamento";-0,765;-1,532;5,161
"pnea";4,545;-1,532;-1,369
"plenitude";0,475;-1,149;0,097
"pieroth";4,545;-1,532;-1,369
"php";1,277;-1,532;-0,001
"pge";-0,765;0,995;-0,001
"pfl";-3,522;-1,532;11,69
"peso";4,545;-1,532;-1,369
"perturbacao";4,545;-1,532;-1,369
"persistencia";-0,765;-0,014;1,264
"perpetuar";1,277;-1,532;-0,001
"permissionario";4,545;-1,532;-1,369
"penhora";-0,765;4,474;-1,369
"pedagogico";4,545;-1,532;-1,369
"paz";1,277;-0,014;-1,369
"paulista";0,016;-0,014;-0,001
"patriota";0,016;-1,532;1,264
"parlatorios";4,545;-1,532;-1,369
"parceiro";4,545;-1,532;-1,369
"paralelo";1,277;-0,014;-1,369
"paliar";-3,522;-1,532;11,69
"paiva";-3,522;-1,532;11,69
"pagina";4,545;-1,532;-1,369
"ouvidoria";4,545;-1,532;-1,369
"orbitar";-3,522;-1,532;11,69
"opinio";-3,522;-0,014;5,161
"onerosidade";1,277;-1,532;-0,001
"ofensivo";-0,765;4,474;-1,369
"oceano";4,545;-1,532;-1,369
"numerus";-3,522;10,451;-1,369
"numeracao";1,277;-1,532;-0,001
