"";"classe 1";"classe 2"
"diligência";1;0
"prevalecer";1;0,001
"impedimento";1;0
"substituição";1;0
"contradição";0;1
"português";1;0
"esforço";1;0
"daniel";1;0,732
"mencionado";1;0
"erro";0;1
"elevado";1;0
"dirigir";0,415;1
"apuração";1;0
"agricultura";1;0
"periculum";0;1
"demonstração";0;1
"percentual";1;0
"nulidade";1;0,252
"reforma";0,189;1
"habeas";0;1
"sc";0;1
"discricionário";1;0
"respeitado";1;0
"pequeno";1;0
"língua";1;0
"inviabilizar";1;0,882
"graça";1;0
"razoabilidade";1;0
"pressupor";0,165;1
"intuito";1;0
"citado";0,571;1
"alocação";1;0
"acrescentar";1;0,044
"enunciado";0,045;1
"convocação";1;0
"cidade";1;0
"através";1;0
"restritivo";1;0
"converter";0;1
"coletividade";1;0
"suplementar";1;0
"superação";1;0
"pluralismo";1;0
"gestor";1;0
"deliberativo";1;0
"reforçar";1;0
"gomes";1;0
"lógica";1;0
"inúmero";1;0,034
"destaque";0,062;1
"desempenhar";1;0
"compensação";1;0
"trecho";0,001;1
"secreto";1;0
"direcionar";1;0
"série";1;0
"réu";1;0
"investimento";1;0
"aliás";1;0
"adct";1;0
"abertura";1;0
"responder";1;0
"preventivo";1;0
"imprescindível";1;0
"emissão";1;0
"dotar";1;0
"declaratório";0;1
"listar";1;0
"lançar";0;1
"junior";0,906;1
"socialismo";0;1
"limitado";1;0
"mão";1;0
"sequer";1;0
"idêntico";0;1
"requerido";0;1
"passado";1;0
"montante";1;0
"mensalidade";1;0
"condicionar";0;1
"acarretar";1;0
"válido";1;0
"recuperação";1;0
"noticiar";1;0,001
"ler";1;0
"fundação";1;0
"absolutamente";1;0
"revestir";0;1
"observação";0,023;1
"infra-estrutura";1;0
"construir";1;0
"britto";0;1
"sigilo";1;0
"ref";0;1
"quase";1;0
"investigar";1;0
"incidir";0,039;1
"gasto";1;0
"frente";1;0
"concorrente";1;0
"necessariamente";1;0
"anexo";1;0
"agte";0;1
"vereador";1;0
"licença";0;1
"incompatibilidade";0,283;1
"diálogo";1;0
"reputar";0;1
"linguagem";1;0
"concepção";1;0
"comprovação";0;1
"beneficiar";1;0
"xii";1;0
"saraiva";1;0
"jose";0,001;1
"gratuito";1;0
"fé";1;0
"evidência";1;0
"are";0;1
"probatório";1;0
"eduardo";1;0,344
"consciência";1;0
"superveniente";0;1
"inscrição";1;0
"imediatamente";1;0
"disponibilizar";1;0
"candidatura";1;0
"voltado";1;0
"processamento";0;1
"ocupação";1;0
"operar";1;0
"história";1;0
"meramente";0;1
"embargado";0;1
"consulta";1;0
"consolidação";1;0
"atualmente";1;0
"ostentar";0,598;1
"junto";1;0
"recepcionar";0;1
"aptar";0;1
"sugerir";1;0
"estender";1;0
"concernente";0,958;1
"tradicional";1;0
"postular";0;1
"partidário";1;0
"ocupar";1;0
"combater";1;0
"al";0;1
"responsabilização";1;0
"oposto";0;1
"belo";1;0,267
"aluno";1;0
"incentivo";1;0
"realmente";1;0
"esclarecimento";0;1
"designar";1;0
"corpus";0;1
"comitê";1;0
"pôr";1;0
"pretexto";1;0
"pa";0;1
"indeferimento";0;1
"homologação";1;0,001
"fornecer";1;0
"cristiano";0;1
"vínculo";1;0
"submissão";1;0
"remunerar";1;0
"previamente";1;0
"machado";1;0,055
"licenciamento";1;0
"icmbio";1;0
"cpc";0;1
"óbice";0;1
"socialista";0;1
"orientar";1;0
"melhoria";1;0
"assinar";0;1
"ali";1;0
"ajuizar";0;1
"resguardar";1;0
"alternativa";1;0
"solicitar";1;0
"financiamento";1;0
"comércio";1;0
"presencial";1;0
"porto";1;0
"ocupante";1;0
"baixo";1;0
"vitalício";1;0
"satisfação";1;0
"gustavo";1;0,161
"atinente";1;0
"apreensão";1;0
"tecnologia";1;0
"supressão";1;0
"posse";1;0
"instalar";1;0
"idade";1;0
"débito";1;0
"preferência";1;0
"observatório";1;0
"margem";1;0
"jogo";1;0
"eletivo";1;0
"doutrinário";1;0,027
"derivar";1;0
"solver";0;1
"identificado";1;0
"go";0;1
"extremo";1;0
"diferenciado";1;0
"despeito";1;0,01
"cpp";1;0
"controlar";1;0
"associado";1;0,004
"articulação";1;0,617
"temporal";1;0,001
"expresso";1;0
"custódia";1;0
"breve";0;1
"ônus";1;0
"emitir";1;0
"elétrico";1;0,322
"alves";0;1
"subsidiário";0,044;1
"cancelamento";1;0
"arrecadação";1;0
"suscitar";0,001;1
"direção";1;0
"tortura";1;0
"regulação";1;0
"maurício";0;1
"eixo";1;0
"digno";1;0
"desvio";1;0
"compatibilidade";0,373;1
"aula";1;0
"aposentadoria";1;0
"alencar";0,001;1
"rtj";0;1
"domínio";1;0
"deficiência";1;0
"aumentar";1;0
"torno";1;0,685
"crer";1;0
"verificação";0;1
"reafirmar";0;1
"criminoso";1;0
"afetado";1;0
"abrangente";0,61;1
"seção";1;0,002
"consequentemente";1;0
"bancada";1;0
"repetir";1;0
"distribuir";1;0,007
"oportuno";0,157;1
"aditamento";0;1
"refletir";1;0
"pp";0;1
"inelegibilidade";1;0
"ampliação";1;0
"sexo";1;0
"incumbir";1;0
"compulsório";1;0
"sucessivo";1;0
"interferência";1;0
"incidente";1;0
"idôneo";0;1
"homologar";1;0
"delito";1;0
"isolamento";1;0
"difuso";0;1
"diferença";1;0
"celebrar";1;0
"vedado";1;0
"recondução";1;0
"preço";1;0
"obstar";0;1
"gabriel";0,072;1
"eficiente";1;0
"edital";1;0
"demandar";1;0
"concorrência";1;0
"tse";1;0
"restrito";1;0
"múltiplo";1;0,819
"difícil";1;0
"tarefa";1;0
"organizar";1;0
"modificar";1;0,003
"confiança";1;0
"administrar";1;0
"vencido";0;1
"patrimonial";1;0,001
"franco";1;0
"flagrante";1;0
"ensinar";1;0
"ecológico";1;0
"desigualdade";1;0
"cobrança";1;0
"arresto";0;1
"acolhimento";0;1
"perder";1;0
"censura";1;0
"ba";0;1
"afim";1;0
"xiii";1;0
"vulnerável";1;0
"rodrigo";1;0,578
"presunção";1;0
"gostar";0,006;1
"recentemente";0,491;1
"próximo";1;0
"proporcional";1;0
"proferir";0;1
"parlamento";1;0
"joaquim";0;1
"plataforma";1;0
"lucro";1;0
"cooperação";1;0
"assistir";0,714;1
"vislumbrar";0,12;1
"ã";0;1
"reparar";0;1
"psb";0;1
"agu";1;0,97
"vênias";0;1
"tanger";1;0,001
"renda";1;0
"insuficiente";1;0,001
"figura";1;0
"etapa";1;0
"horário";1;0
"harmonia";1;0
"foco";1;0
"conseguir";1;0
"significado";1;0,003
"precaução";1;0
"notícia";1;0
"mundial";1;0
"bloco";1;0
"religião";1;0
"promulgação";1;0
"evolução";1;0
"cezar";0;1
"ribeiro";1;0,363
"manaus";1;0
"lição";1;0
"escolher";1;0
"contrariedade";1;0,392
"bastante";1;0
"turno";1;0,001
"quantidade";1;0
"pedro";1;0,52
"ofender";1;0
"esperar";1;0
"comercial";1;0
"usuário";1;0
"referendum";0;1
"public";0;1
"missão";1;0
"magistério";1;0
"icms";1;0
"forçar";1;0
"experiência";1;0
"abastecimento";1;0
"reunir";1;0
"faculdade";1;0
"confundir";1;0
"capítulo";1;0
"atacar";0,076;1
"zanin";0;1
"verbis";0,876;1
"formar";1;0,043
"assentada";0;1
"agência";1;0
"titularidade";1;0
"processar";1;0,002
"legitimado";0;1
"desenvolvido";1;0
"qualificar";1;0
"estratégico";1;0
"década";1;0
"pauta";0,001;1
"estratégia";1;0
"corpo";1;0
"consequente";0,318;1
"universal";1;0,091
"sustentação";0,011;1
"afastado";1;0,02
"pretendido";0,076;1
"guilherme";1;0,001
"explicar";1;0
"ce";0;1
"suprir";1;0,205
"recomendação";1;0
"procedimental";1;0
"plenamente";0,082;1
"patamar";1;0
"pai";1;0
"colega";0;1
"chamar";1;0
"profissão";1;0
"efetuar";1;0
"divisão";1;0
"cessar";0;1
"nomeação";1;0,014
"localizar";1;0
"etc";1;0
"representatividade";0,001;1
"moreira";0;1
"exposição";1;0
"alternativo";1;0,003
"vencimento";1;0
"teto";1;0,009
"sus";1;0
"reajuste";1;0,001
"emergencial";1;0
"branco";1;0
"américa";1;0
"simplesmente";1;0
"augusto";0,001;1
"omissivo";0;1
"expedir";1;0
"amici";0;1
"pedagógico";1;0
"law";1;0
"fernando";1;0,001
"emb";0;1
"decl";0;1
"interrogatório";1;0
"devolução";0,822;1
"subsequente";1;0
"escrever";1;0
"correção";1;0,012
"somar";1;0
"solucionar";0;1
"resíduo";1;0
"magno";1;0
"juridicamente";0;1
"concretizar";1;0
"rigor";1;0
"privilégio";1;0
"pecuniário";1;0
"linear";1;0
"horizonte";1;0
"tentativa";1;0
"explorar";1;0
"embargante";0;1
"emanar";1;0,026
"consonância";1;0,035
"preconceito";1;0
"pontuar";1;0,011
"extremamente";1;0
"cálculo";1;0
"componente";1;0
"solicitação";1;0
"sampaio";0,547;1
"recusar";1;0
"racial";1;0
"neto";1;0,003
"km";1;0
"interferir";1;0
"fiscalizar";1;0
"completo";1;0
"análogo";0,456;1
"pronunciar";0;1
"percepção";1;0
"cautela";1;0
"admissão";0,001;1
"viável";0;1
"seguro";1;0
"lopes";0,001;1
"gravidade";1;0
"auxiliar";1;0
"situar";1;0
"neutro";1;0
"insegurança";1;0,693
"concessionário";1;0
"opinar";0;1
"fumus";0;1
"enem";1;0
"boni";0;1
"amparo";1;0,001
"xxiv";1;0
"vogal";0;1
"transitório";1;0
"sentir";1;0
"reitor";1;0,027
"presídio";1;0
"prejudicado";0;1
"ponderação";1;0,131
"fornecimento";1;0
"estrangeiro";1;0
"cometer";1;0
"baliza";1;0
"substancial";0,033;1
"reclamar";1;0
"lc";1;0
"garantido";1;0
"enquadrar";1;0
"discurso";1;0
"depreender";0,044;1
"delinear";1;0,173
"peculiaridade";1;0
"manejo";0;1
"remoto";1;0
"ratificar";0,011;1
"ramo";1;0,006
"legitimação";0;1
"justificado";1;0
"implícito";1;0
"formalizar";0;1
"falha";1;0
"exclusão";1;0
"embte";0;1
"dinheiro";1;0
"concordar";0,696;1
"atentar";1;0
"almeida";1;0,685
"secretário";1;0
"quilombola";1;0
"extinguir";0,004;1
"ementado";0;1
"diversidade";1;0
"abster";1;0
"transformar";1;0
"prevenir";1;0
"preenchimento";0;1
"inadequação";0;1
"avanço";1;0
"promulgar";1;0
"porte";1;0
"licitação";1;0
"insuficiência";0,262;1
"vol";0;1
"vegetação";1;0
"silêncio";1;0
"interpretativo";0,596;1
"fundiário";1;0
"complexidade";1;0
"personalidade";1;0
"inpe";1;0
"docente";1;0
"corrêa";0;1
"término";1;0
"obscuridade";0;1
"inteiro";1;0
"hc";0;1
"encerrar";1;0
"auxílio";1;0
"alcançado";0,004;1
"inadmissível";0;1
"domicílio";1;0
"advocatício";1;0
"útil";1;0,496
"recorrer";0;1
"motorista";1;0
"majoritário";1;0
"domiciliar";1;0
"conseguinte";1;0,668
"configuração";1;0,035
"carga";1;0
"preliminarmente";0;1
"perfil";1;0,293
"fenômeno";1;0
"ana";1;0,001
"ão";0,006;1
"visão";1;0
"usurpação";1;0,001
"retomada";1;0
"obtenção";1;0,008
"gás";1;0
"excepcionalidade";1;0
"divulg";0;1
"destinatário";1;0
"reparação";1;0
"inferior";1;0
"conformação";1;0
"cogitar";1;0
"caracterização";0;1
"satisfazer";0;1
"recomendar";1;0
"qualificado";1;0
"produtivo";1;0
"abrangência";0;1
"senão";1;0
"lima";1;0,001
"ouvir";1;0
"efetivação";1;0
"editor";1;0
"reclamação";0;1
"realçar";1;0,051
"negócio";1;0
"generalizado";1;0,001
"disponibilidade";1;0
"mau";1;0
"jovem";1;0
"incabível";0;1
"inaugurar";0;1
"imprensa";1;0
"empreendimento";1;0
"vigilância";1;0
"marcelo";1;0,005
"lá";1;0
"duração";1;0,001
"remeter";1;0
"reflexão";1;0
"novamente";1;0,091
"evidentemente";1;0
"especificar";1;0
"dra";0;1
"desrespeito";1;0
"descrever";1;0
"colher";0;1
"qualificação";1;0
"doutor";0,645;1
"cuidado";1;0
"antigo";1;0
"viabilidade";0,627;1
"lesivo";0;1
"expressivo";1;0
"conveniência";1;0,32
"confronto";1;0,407
"confederacao";0;1
"casu";0;1
"afirmação";1;0
"esteira";0,001;1
"degradante";1;0
"correto";1;0
"amparar";1;0
"alimentar";1;0
"regulamento";1;0
"recair";1;0
"oral";0;1
"notar";1;0
"líder";1;0
"incorporar";1;0
"exclusividade";1;0
"dependência";1;0
"aplicado";1;0
"sítio";1;0
"funcionar";1;0
"complementação";1;0
"singular";1;0,983
"posicionamento";0,001;1
"ajuste";1;0
"tradição";1;0
"sujeição";0;1
"mensagem";1;0
"invasão";1;0
"guardar";1;0
"degradação";1;0
"contínuo";1;0
"minoria";1;0
"homicídio";1;0
"estranho";1;0,007
"esgotamento";0;1
"enviar";1;0
"afonso";1;0
"reproduzir";1;0,148
"morto";1;0
"ma";0;1
"compartilhar";1;0
"comparecer";1;0
"alemão";1;0
"abrir";1;0,78
"viúvo";1;0,016
"transexual";1;0,009
"fluminense";1;0
"departamento";1;0
"cn";1;0
"borges";0,046;1
"motivar";1;0
"jurista";1;0,773
"influência";1;0
"cópia";0;1
"andre";0,013;1
"socioambiental";1;0,005
"higidez";0,165;1
"desprover";0;1
"paula";1;0,052
"integração";1;0,001
"instruir";0;1
"indenização";1;0
"imunização";1;0
"segmento";1;0
"quarto";1;0,002
"ponderar";1;0,001
"pecuária";1;0,114
"ontem";1;0,075
"mt";0;1
"firmado";1;0,017
"escopo";1;0,007
"embdo";0;1
"basear";1;0
"saída";1;0
"reprodução";0,005;1
"raciocínio";1;0,003
"imperativo";1;0
"exercido";1;0
"colaboração";1;0
"caixa";1;0
"salarial";1;0
"questionamento";0,002;1
"permissão";1;0
"objetivar";1;0,527
"molde";1;0,444
"mma";1;0
"jamais";1;0
"francisco";0,185;1
"explícito";1;0
"escrutínio";1;0
"demorar";1;0,826
"condutor";0;1
"calamidade";1;0
"atualizar";1;0
"admissível";0;1
"pendente";0;1
"noção";1;0
"jus";1;0
"eros";0;1
"equivalente";1;0
"detalhado";1;0
"ator";1;0
"aprender";1;0
"acadêmico";1;0
"sala";1;0
"rodrigues";0,099;1
"respectivamente";1;0,008
"lucrativo";1;0
"introduzir";1;0
"ideal";1;0
"concernir";1;0
"alimento";1;0
"abaixo";1;0
"tcu";1;0,891
"pág";1;0,082
"gozar";1;0
"fortalecimento";1;0
"estipular";1;0
"comportar";1;0,02
"antônio";1;0,423
"solidariedade";1;0,141
"residir";1;0
"precisamente";1;0,044
"gov";1;0,003
"desproporcional";1;0
"constritivo";1;0,003
"coimbra";1;0
"classificado";1;0
"bojo";0;1
"antecipação";0;1
"pertencente";1;0
"outorga";1;0
"obstáculo";1;0,499
"implantação";1;0
"reservar";1;0
"pacífico";0,051;1
"malheiros";1;0
"claramente";1;0
"aplicabilidade";1;0,184
"propiciar";1;0
"disponibilização";1;0
"contratante";1;0
"aptidão";0;1
"vulnerabilidade";1;0
"usado";0,032;1
"empresarial";1;0
"assento";0,463;1
"trâmite";0;1
"sol";0;1
"postura";1;0
"encargo";1;0
"contingenciamento";1;0
"abusivo";1;0
"suprimir";1;0
"proporção";1;0
"pautar";1;0
"obedecer";1;0
"moradia";1;0
"menção";1;0,004
"legislatura";1;0
"inovação";1;0
"secundário";1;0,742
"perito";1;0
"liv";1;0
"fazê";1;0
"custeio";1;0
"similar";1;0,02
"repassar";1;0
"regularização";1;0
"motivação";1;0
"maimoni";0,013;1
"inércia";1;0
"imagem";1;0
"forte";1;0,06
"crença";1;0
"circulação";1;0
"autoria";1;0
"acréscimo";1;0
"transmissão";1;0
"sorteio";1;0
"solo";1;0
"reservado";1;0
"realizado";1;0
"procurar";1;0
"outorgar";1;0
"ilustre";0;1
"ilha";1;0
"essência";1;0
"convicção";1;0,001
"comentário";1;0
"rocha";1;0,487
"remoção";1;0
"plausibilidade";0;1
"detrimento";1;0
"ultratividade";1;0
"ultrapassar";1;0
"transferir";1;0
"suporte";1;0
"solidário";1;0
"org";1;0,001
"indiretamente";1;0,02
"galvão";0;1
"david";1;0,006
"algo";1;0
"sepúlveda";0;1
"proposto";1;0,155
"proposição";1;0,003
"pdf";1;0,006
"inadmissibilidade";0;1
"excessivo";1;0
"armado";1;0
"relato";0,588;1
"psol";0;1
"paradigma";1;0,189
"optar";1;0
"obviamente";1;0
"irregularidade";0,788;1
"epidemiológico";1;0
"detentor";1;0
"condicionante";1;0
"seara";1;0
"recorrente";0;1
"pesar";1;0,241
"legalmente";1;0
"estritamente";1;0
"didático";1;0
"consolidar";0,128;1
"comparar";1;0
"adesão";1;0
"prioritário";1;0
"habitante";1;0
"excesso";1;0
"desocupação";1;0
"associar";1;0
"argumentação";0,002;1
"advir";1;0
"ângulo";1;0,557
"tutelar";0,074;1
"silveira";0;1
"oab";1;0,489
"lícito";1;0
"litígio";1;0,001
"aragao";0;1
"sensível";1;0
"sarmento";0,037;1
"petróleo";1;0
"método";1;0
"metodologia";1;0
"fixo";1;0
"escravo";1;0
"deliberar";1;0
"cpi";1;0,042
"comparecimento";1;0
"andamento";1;0
"acrescer";1;0,168
"sucedâneo";0;1
"seguida";1;0,26
"nascimento";1;0
"fácil";1;0
"diminuição";1;0
"consenso";1;0
"banco";1;0
"travesti";1;0,026
"supervisão";1;0
"moderno";1;0
"inadequado";1;0,789
"ilmar";0;1
"firme";0;1
"estabilidade";1;0
"el";1;0,003
"constatação";1;0
"começar";1;0
"barreira";1;0
"aquisição";1;0
"sorte";1;0,003
"pb";0;1
"inequívoco";1;0,004
"http";1;0,002
"amplamente";0,895;1
"transparente";1;0
"privativamente";1;0
"potencialidade";0;1
"parceria";1;0
"imunidade";1;0
"fomento";1;0
"cível";0,017;1
"convocar";1;0
"cancelar";1;0
"acusatório";1;0
"suma";1;0,312
"pt";0;1
"normal";1;0
"identificador";1;0
"europeu";1;0
"cônjuge";1;0,007
"cair";1;0
"acontecer";1;0
"sério";1;0
"século";1;0
"enfoque";1;0,151
"delimitar";1;0,407
"conceber";1;0
"tido";0,004;1
"requisição";1;0
"quantitativo";1;0
"proveniente";1;0
"obtido";1;0
"manual";1;0
"confirmação";0;1
"comprometimento";1;0,006
"arbitrário";1;0
"tributo";1;0
"qo";0;1
"outrossim";0,669;1
"fiar";1;0
"cercar";1;0
"avulso";1;0
"apropriado";1;0,002
"antecipado";1;0
"soares";0,001;1
"potencialmente";1;0
"nunca";1;0
"ideologia";1;0
"apreender";1;0
"uniforme";1;0
"superlotação";1;0
"salvador";1;0,076
"red";0;1
"pgr";0,002;1
"ocupado";1;0
"monopólio";1;0
"isenção";1;0
"invocação";0;1
"concentração";1;0
"combustível";1;0
"rg";0;1
"passagem";1;0,024
"féria";1;0
"favorável";1;0
"esgoto";0,002;1
"discriminatório";1;0
"dinâmica";1;0
"diminuir";1;0
"comunista";0;1
"advento";1;0,005
"abordar";1;0,002
"testemunha";1;0
"nuclear";1;0,016
"letal";1;0
"interposição";0;1
"efetivar";1;0
"destacado";1;0,969
"despejo";1;0
"despacho";1;0,05
"campanha";1;0
"assessoria";1;0,002
"absolvição";1;0
"vacância";1;0
"transição";1;0
"status";1;0
"rico";1;0
"relembrar";1;0,14
"pétreo";1;0
"humanidade";1;0
"guimaraes";0;1
"estatutário";0,008;1
"equipa";1;0
"transposição";1;0,001
"tocar";1;0,005
"passivo";1;0
"ingressar";1;0,001
"gente";1;0
"frisar";1;0,029
"exordial";0;1
"dificultar";1;0
"apib";0;1
"regência";1;0,539
"mãe";1;0
"incentivar";1;0
"iminente";1;0
"formado";1;0
"descumprir";1;0,038
"comentar";1;0
"celebração";1;0
"administrador";1;0
"persecução";1;0
"perfeito";1;0
"ocorrido";1;0
"legitimamente";0;1
"fraude";1;0
"estimular";1;0
"entendido";1;0,186
"ecossistema";1;0
"comissivo";0,15;1
"certeza";1;0
"biênio";1;0
"arte";1;0
"pilar";1;0
"narrar";1;0
"inviabilidade";0;1
"hierarquia";1;0
"forense";1;0
"extrajudicial";1;0
"estruturante";1;0
"bancário";1;0
"sequência";0;1
"racismo";1;0
"preconizar";1;0,026
"erguer";0;1
"atualização";1;0
"afinal";1;0
"óbvio";1;0
"vieira";0,321;1
"urgente";1;0
"tomador";1;0
"tendência";1;0
"miranda";1;0
"marcar";1;0
"instituído";1;0
"corrigir";1;0,032
"certamente";1;0
"canotilho";1;0
"violento";1;0
"retorno";1;0
"progressivo";1;0
"incorporação";1;0
"encontro";1;0
"embasar";1;0,861
"decretar";1;0
"cunha";1;0,045
"classificação";1;0
"adc";0;1
"trato";1;0
"tecnológico";1;0
"presidir";0,005;1
"oferta";1;0
"metade";1;0
"inviável";0;1
"investir";1;0
"contraprestação";1;0
"clareza";0,015;1
"certidão";0;1
"supostamente";1;0,014
"sanches";0;1
"restabelecer";0,528;1
"regramento";1;0
"intimação";1;0,045
"ingerência";1;0
"feição";0;1
"esquema";1;0
"carneiro";1;0,711
"biodiversidade";1;0
"alimentação";1;0
"índio";1;0
"transgressão";1;0
"pronto";0;1
"permanência";1;0
"mouro";0;1
"intimidade";1;0
"inexistente";0;1
"faixa";1;0
"distinguir";1;0
"contemporâneo";1;0
"cassação";1;0,049
"aperfeiçoamento";1;0
"alegadamente";0;1
"xx";1;0
"vetar";1;0
"velloso";0;1
"tolerância";1;0
"subsidiariamente";0,848;1
"residência";1;0
"remissão";1;0
"prol";1;0
"omnes";0;1
"investigado";1;0
"guerra";1;0
"formalmente";1;0
"exato";1;0,034
"chapa";1;0
"argumentativo";1;0,054
"ar";1;0,668
"vigorar";1;0
"tribuna";1;0,134
"totalidade";1;0,076
"tiro";1;0
"ignorar";1;0
"hospital";1;0
"henrique";1;0,578
"delegação";1;0
"apoiar";1;0
"subsistir";1;0,017
"prescrever";1;0,012
"pi";0;1
"localidade";1;0
"lgbti";0,268;1
"iuris";0;1
"importação";0,002;1
"finalmente";1;0,021
"especializado";1;0
"digital";1;0
"apreço";1;0,699
"volta";1;0,01
"semana";1;0
"gratificação";1;0
"exaurimento";0;1
"del";1;0,015
"utilidade";1;0,005
"raça";1;0
"massa";1;0
"fórmula";1;0
"frequência";1;0
"agrícola";1;0
"aderir";1;0,003
"valorização";1;0
"tríplice";1;0
"rápido";1;0,179
"priori";0;1
"notório";1;0
"morador";1;0
"juris";0;1
"investigatório";1;0
"gratuidade";1;0
"desumano";1;0
"contágio";1;0
"constitucionalismo";1;0
"azevedo";1;0,035
"ayres";0;1
"afigurar";0,824;1
"vivo";1;0
"proclamar";0,942;1
"pobreza";1;0
"nomear";1;0
"neutralizar";0;1
"industriar";0;1
"exterior";1;0
"eminentemente";1;0
"dmf";1;0
"divergente";0;1
"acentuar";1;0
"peluso";0;1
"mapa";1;0
"ldo";1;0
"imputar";1;0
"empenho";1;0
"eliminação";1;0
"delimitação";1;0,09
"contingência";1;0
"comunitário";1;0
"transformação";1;0
"sugestão";1;0,09
"julgador";1;0,011
"inferir";1;0,016
"hábil";0;1
"encaminhamento";1;0,024
"delegado";1;0,026
"amplitude";0,449;1
"égide";1;0,006
"xxxvi";1;0,002
"vírus";1;0
"uberlândia";0,003;1
"tópico";0,293;1
"rejeito";0;1
"quesito";1;0
"proporcionar";1;0
"preto";0,001;1
"ligar";1;0
"intérprete";1;0
"interrupção";1;0
"integralidade";1;0,04
"extra";1;0
"dedicar";1;0
"custodiar";1;0
"compatibilizar";1;0
"chefia";1;0
"ap";0;1
"agressão";1;0
"verde";1;0,41
"rei";1;0,025
"pugnar";0;1
"new";1;0
"intenção";1;0
"inspeção";1;0
"imaginar";1;0
"governança";1;0
"fórum";1;0
"domingo";1;0
"derivado";1;0
"cristina";1;0,791
"prosseguimento";0;1
"penitenciária";1;0
"penalidade";1;0
"organizado";1;0
"mudar";1;0
"improvido";0;1
"fruto";1;0
"extinto";0;1
"envio";1;0
"cadeia";1;0
"ajustar";1;0,124
"tabela";1;0,316
"sydney";0;1
"sigiloso";1;0
"recolhimento";1;0
"prestigiar";1;0
"paciente";1;0
"fls";1;0,01
"exarar";0;1
"volume";1;0
"profundo";1;0
"mitigação";1;0
"feminicídio";1;0
"cr";1;0
"contribuinte";1;0
"antecipar";0;1
"aferição";1;0,058
"ab";0;1
"sucumbência";1;0,063
"rememorar";0,004;1
"prodes";1;0
"opor";0;1
"metrô";1;0,001
"insuscetível";0;1
"facultar";1;0
"desembargador";1;0,944
"conectar";1;0,118
"artístico";1;0
"alberto";1;0,855
"sublinhar";1;0,002
"setorial";1;0
"rescisório";0;1
"privação";1;0
"perdurar";1;0
"particularmente";1;0
"invasor";1;0
"felipe";0;1
"esvaziar";1;0,003
"eleito";1;0
"desconsiderar";1;0
"centralizado";1;0
"tesouro";1;0
"renovar";1;0,602
"queda";1;0
"industrial";1;0
"especificação";0,857;1
"car";1;0
"subsistência";1;0,052
"subnacionais";1;0
"pneu";0;1
"pesquisar";1;0
"oposição";1;0,944
"inviolabilidade";1;0
"feminino";1;0
"empenhado";1;0
"depoimento";1;0
"comparação";1;0
"coleta";1;0
"coibir";1;0,006
"atestar";1;0
"universo";0,001;1
"tráfico";1;0
"satisfeito";0;1
"rodoviário";1;0
"protegido";1;0
"nativo";1;0
"ferir";1;0
"excerto";0;1
"bastos";0,545;1
"anvisa";1;0
"terreno";1;0
"sousa";0,001;1
"pó";1;0,001
"prosseguir";1;0,115
"pl";1;0,007
"invadir";1;0
"internet";1;0
"incorrer";1;0,002
"entregar";1;0
"criminalidade";1;0
"contenção";1;0
"compartilhamento";1;0
"avançar";1;0,001
"adaptação";1;0
"positivar";1;0
"parente";1;0
"notificação";1;0
"higiene";1;0
"epidemia";1;0
"digitalmente";0;1
"cognição";0,013;1
"afrontar";1;0,171
"vacinar";1;0
"rigoroso";1;0
"retomar";1;0,281
